"rep","species","truth","dist","beta1_hat","beta1_lo","beta1_hi","beta1_true","cov_marg","cov_joint","width_marg","width_joint","terc"
109,2,-0.567113424136148,0.0671134241361479,0.636780909739569,0.503422541535694,0.770514225177096,0.7,1,1,0.801644973338676,0.771987076998682,"near mean"
109,3,-0.63845493384975,0.13845493384975,0.636780909739569,0.503422541535694,0.770514225177096,0.7,1,1,0.762861530268544,0.758721824823646,"near mean"
109,4,-0.779926114397701,0.279926114397701,0.636780909739569,0.503422541535694,0.770514225177096,0.7,1,1,0.782070501785875,0.801146726376505,"near mean"
109,5,-0.513946665698491,0.0139466656984911,0.636780909739569,0.503422541535694,0.770514225177096,0.7,1,1,0.806149065194275,0.79151806155827,"near mean"
109,6,-1.38628116514639,0.886281165146394,0.636780909739569,0.503422541535694,0.770514225177096,0.7,1,1,0.98561070700279,0.995506990002608,"far from mean"
109,7,0.343577020031847,0.843577020031847,0.636780909739569,0.503422541535694,0.770514225177096,0.7,1,1,0.799021624288605,0.735743080424,"far from mean"
109,8,0.113348431176104,0.613348431176104,0.636780909739569,0.503422541535694,0.770514225177096,0.7,1,1,0.797586574808724,0.781332615254533,"middle"
109,9,-1.5196460161652,1.0196460161652,0.636780909739569,0.503422541535694,0.770514225177096,0.7,1,1,0.862507604824233,0.870234116659077,"far from mean"
109,10,-1.40221369205905,0.902213692059048,0.636780909739569,0.503422541535694,0.770514225177096,0.7,1,1,0.920503497856694,0.955109216762965,"far from mean"
109,11,0.466937762952554,0.966937762952554,0.636780909739569,0.503422541535694,0.770514225177096,0.7,1,1,0.822843706345793,0.8506590706168,"far from mean"
109,12,0.955137888139108,1.45513788813911,0.636780909739569,0.503422541535694,0.770514225177096,0.7,1,1,0.845566567714018,0.856047278462496,"far from mean"
